OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Tract,Tract_Area,tract_t,Lat,Long,OBJECTID,Tract_1,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,OBJECTID_12,MHI_2019_5YR,Avg_hshld_size,HCD_Low_2021,HCD_Moderate_2021,State_MHI_2019,State_MHI_Percent,Income_Group,DAC_and_or_LIC,Shape__Area,Shape__Length
3866,06,013,319000,06013319000,3190,Census Tract 3190,G5020,S,3130969,0,+38.0042177,-122.1215436,6013319000,3130962,6013319000,731.064395036252,-186029.102900692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,"$93,942",3,"$98,650","$135,650",75235,124.86%,Low,Yes,3130961.57838894,7831.15742356393
3867,06,097,151301,06097151301,1513.01,Census Tract 1513.01,G5020,S,1178144,0,+38.3342135,-122.7001886,6097151301,1178142,6097151301,38690.4512842694,-235711.127931974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7554,"$62,809",3,"$83,750","$111,550",75235,83.48%,Low,Yes,1178141.6206665,5511.88176862576
3868,06,097,151305,06097151305,1513.05,Census Tract 1513.05,G5020,S,1763148,0,+38.3433893,-122.7067009,6097151305,1763145,6097151305,39726.2659162699,-236250.342572289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7555,"$52,375",2,"$74,450","$99,150",75235,69.62%,Low,Yes,1763145.35462189,5312.05440365112
3869,06,097,151306,06097151306,1513.06,Census Tract 1513.06,G5020,S,1115202,0,+38.3471390,-122.6932768,6097151306,1115202,6097151306,40109.5559967352,-235067.116351863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7556,"$63,125",2,"$74,450","$99,150",75235,83.90%,Low,Yes,1115201.54527092,4432.10136365908
3870,06,037,101110,06037101110,1011.10,Census Tract 1011.10,G5020,S,1142402,0,+34.2594737,-118.2929869,6037101110,1142400,6037101110,-415966.484771625,157175.269842329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,"$63,534",3,"$85,150","$86,400",75235,84.45%,Low,Yes,1142399.55865097,4597.38199362969
3871,06,037,101210,06037101210,1012.10,Census Tract 1012.10,G5020,S,650690,0,+34.2529724,-118.2907309,6037101210,650690,6037101210,-416683.960845927,157395.979104633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,"$44,083",3,"$85,150","$86,400",75235,58.59%,Low,Yes,650689.521831512,3677.91320244877
3872,06,037,101220,06037101220,1012.20,Census Tract 1012.20,G5020,S,698886,0,+34.2516083,-118.2816328,6037101220,698884,6037101220,-416820.144123797,158236.417566355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453,"$43,713",3,"$85,150","$86,400",75235,58.10%,Low,Yes,698884.115707397,3870.74673971682
3873,06,097,151310,06097151310,1513.10,Census Tract 1513.10,G5020,S,2197420,0,+38.3392841,-122.6825544,6097151310,2197418,6097151310,39210.1916886832,-234156.228351359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7557,"$75,025",3,"$83,750","$111,550",75235,99.72%,Low,Yes,2197418.32122135,7185.40361316366
3874,06,001,408200,06001408200,4082,Census Tract 4082,G5020,S,901765,0,+37.7751005,-122.1755728,6001408200,901763,6001408200,-24625.1071568484,-191350.288775963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,"$58,487",2,"$87,700","$120,550",75235,77.74%,Low,Yes,901763.173707485,3856.33714176789
3875,06,037,113301,06037113301,1133.01,Census Tract 1133.01,G5020,S,2269613,0,+34.2440427,-118.5583429,6037113301,2269613,6037113301,-418084.107305924,132770.386162272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454,"$66,793",3,"$85,150","$86,400",75235,88.78%,Low,Yes,2269613.26339722,6913.91190479789
3876,06,001,408400,06001408400,4084,Census Tract 4084,G5020,S,542658,0,+37.7646056,-122.1709595,6001408400,542659,6001408400,-25800.7919742231,-190971.316721804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,"$44,728",3,"$98,650","$135,650",75235,59.45%,Low,Yes,542659.175374985,2998.78897663492
3877,06,001,408500,06001408500,4085,Census Tract 4085,G5020,S,831360,0,+37.7604176,-122.1785112,6001408500,831360,6001408500,-26250.9908112055,-191646.186109798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,"$56,947",4,"$109,600","$150,700",75235,75.69%,Low,Yes,831359.514574051,3713.14451555243
3878,06,001,408600,06001408600,4086,Census Tract 4086,G5020,S,1061441,0,+37.7661975,-122.1823030,6001408600,1061440,6001408600,-25600.955456541,-191964.912110929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,"$47,350",4,"$109,600","$150,700",75235,62.94%,Low,Yes,1061439.73767471,5072.37620985747
3879,06,001,408700,06001408700,4087,Census Tract 4087,G5020,S,1130613,0,+37.7688608,-122.1889459,6001408700,1130616,6001408700,-25291.4942700361,-192542.308237426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,"$59,514",3,"$98,650","$135,650",75235,79.10%,Low,Yes,1130615.55421638,4900.79770141617
3880,06,037,106020,06037106020,1060.20,Census Tract 1060.20,G5020,S,2010765,7144,+34.3232264,-118.4294854,6037106020,2017908,6037106020,-409325.452170138,144596.330511529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458,"$79,703",4,"$94,600","$96,000",75235,105.94%,Low,Yes,2017907.78879166,7079.56573767306
3881,06,089,010100,06089010100,101,Census Tract 101,G5020,S,1346836,27690,+40.5837586,-122.3909448,6089010100,1374525,6089010100,287725.016148292,-202376.143000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7376,"$21,411",2,"$45,450","$67,900",75235,28.46%,Low,Yes,1374524.54509735,6650.02252495354
3882,06,059,099305,06059099305,993.05,Census Tract 993.05,G5020,S,1403502,0,+33.6793865,-117.9932396,6059099305,1403501,6059099305,-479753.748525292,186132.83661705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,"$82,697",2,"$86,050","$102,450",75235,109.92%,Low,Yes,1403500.90790558,5102.04477268302
3883,06,059,099306,06059099306,993.06,Census Tract 993.06,G5020,S,1107815,0,+33.6661556,-117.9937244,6059099306,1107814,6059099306,-481221.42337633,186118.922763218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,"$85,584",2,"$86,050","$102,450",75235,113.76%,Low,Yes,1107813.69979858,4857.61418948551
3884,06,059,099251,06059099251,992.51,Census Tract 992.51,G5020,S,1323518,0,+33.7087027,-117.9499292,6059099251,1323516,6059099251,-476417.882215775,190079.103903992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233,"$74,962",3,"$96,800","$115,250",75235,99.64%,Low,Yes,1323516.44106293,5067.67887432184
3885,06,059,099903,06059099903,999.03,Census Tract 999.03,G5020,S,1341701,0,+33.7664926,-118.0116756,6059099903,1341702,6059099903,-470132.946087947,184220.544366531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,"$78,451",4,"$107,550","$128,050",75235,104.27%,Low,Yes,1341702.4264679,4933.54167635737
3886,06,059,099905,06059099905,999.05,Census Tract 999.05,G5020,S,1004707,0,+33.7701937,-118.0298780,6059099905,1004704,6059099905,-469757.822573719,182525.792089091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4236,"$81,694",3,"$96,800","$115,250",75235,108.59%,Low,Yes,1004703.59739685,5702.05252487776
3887,06,037,115201,06037115201,1152.01,Census Tract 1152.01,G5020,S,1366767,8775,+34.2441108,-118.5382749,6037115201,1375541,6037115201,-418013.259642455,134744.471286348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461,"$65,208",2,"$75,700","$76,800",75235,86.67%,Low,Yes,1375541.30914688,5535.73542633248
3888,06,059,052424,06059052424,524.24,Census Tract 524.24,G5020,S,1541285,0,+33.6444403,-117.6761131,6059052424,1541286,6059052424,-482955.607549501,215636.720938802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244,"$85,000",2,"$86,050","$102,450",75235,112.98%,Low,Yes,1541285.74349213,5643.26768572053
3889,06,059,052425,06059052425,524.25,Census Tract 524.25,G5020,S,2612712,0,+33.6565518,-117.6804426,6059052425,2612711,6059052425,-481622.948652337,215202.211916859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245,"$90,240",3,"$96,800","$115,250",75235,119.94%,Low,Yes,2612711.4006958,6974.43827571282
3890,06,013,306002,06013306002,3060.02,Census Tract 3060.02,G5020,S,7511091,1806211,+38.0077971,-121.7619240,6013306002,9317301,6013306002,607.441752354913,-155052.95572969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,"$92,283",4,"$109,600","$150,700",75235,122.66%,Low,Yes,9317300.95056437,17903.8402082462
3891,06,013,301000,06013301000,3010,Census Tract 3010,G5020,S,94077390,27956753,+38.0381229,-121.6299682,6013301000,122034156,6013301000,3625.18675623306,-142900.481881309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,"$76,786",3,"$98,650","$135,650",75235,102.06%,Low,Yes,122034156.371837,61310.2744003048
3892,06,013,361000,06013361000,3610,Census Tract 3610,G5020,S,15993337,0,+37.9434503,-122.2881717,6013361000,15993335,6013361000,-5682.50589752653,-200800.300858533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,"$94,010",3,"$98,650","$135,650",75235,124.96%,Low,Yes,15993335.1429375,22415.4165739511
3893,06,013,334004,06013334004,3340.04,Census Tract 3340.04,G5020,S,2644525,0,+37.9600453,-121.9882643,6013334004,2644521,6013334004,-4983.50137502073,-173539.574859093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,"$85,076",2,"$87,700","$120,550",75235,113.08%,Low,Yes,2644521.4209103,10031.948095895
3894,06,013,369002,06013369002,3690.02,Census Tract 3690.02,G5020,S,1502615,0,+37.9587285,-122.3236336,6013369002,1502616,6013369002,-3908.88868832993,-203870.049098678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,"$77,800",3,"$98,650","$135,650",75235,103.41%,Low,Yes,1502615.75976133,6556.97918140587
3895,06,013,307204,06013307204,3072.04,Census Tract 3072.04,G5020,S,1499997,0,+37.9946847,-121.8308707,6013307204,1499995,6013307204,-859.76889007205,-160565.12200124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,"$79,609",3,"$98,650","$135,650",75235,105.81%,Low,Yes,1499995.30767316,4810.62377573246
3896,06,013,313103,06013313103,3131.03,Census Tract 3131.03,G5020,S,13998057,0,+37.9809181,-121.8754384,6013313103,13998058,6013313103,-2313.46647051754,-164503.422359112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,"$96,694",3,"$98,650","$135,650",75235,128.52%,Low,Yes,13998058.3860866,16242.6202831211
3897,06,013,367100,06013367100,3671,Census Tract 3671,G5020,S,1724960,32931,+37.9706090,-122.3305065,6013367100,1757892,6013367100,-2354.71173801656,-204412.518733981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,"$57,059",3,"$98,650","$135,650",75235,75.84%,Low,Yes,1757892.04972202,6699.8479479512
3898,06,001,409600,06001409600,4096,Census Tract 4096,G5020,S,747478,0,+37.7532669,-122.1726197,6001409600,747478,6001409600,-27057.5969012978,-191146.212895355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,"$51,958",3,"$98,650","$135,650",75235,69.06%,Low,Yes,747478.360974312,3695.95196327004
3899,06,001,409700,06001409700,4097,Census Tract 4097,G5020,S,811304,0,+37.7564187,-122.1658929,6001409700,811304,6001409700,-26720.8544683555,-190546.489677771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,"$47,746",3,"$98,650","$135,650",75235,63.46%,Low,Yes,811304.241448402,3893.43705629485
3900,06,001,410100,06001410100,4101,Census Tract 4101,G5020,S,784437,0,+37.7478641,-122.1535294,6001410100,784434,6001410100,-27696.3755674869,-189480.588868301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"$67,159",2,"$87,700","$120,550",75235,89.27%,Low,Yes,784434.476222515,4580.74920612381
3901,06,077,004203,06077004203,42.03,Census Tract 42.03,G5020,S,1069959,0,+38.1423442,-121.2785027,6077004203,1069959,6077004203,14759.1121665541,-111905.342878323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539,"$49,976",3,"$54,000","$81,000",75235,66.43%,Low,Yes,1069959.41433656,4670.66624761902
3902,06,039,000300,06039000300,3,Census Tract 3,G5020,S,9862299,0,+37.1133445,-120.2587544,6039000300,9862304,6039000300,-100352.205865166,-22961.2172110432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,"$44,179",3,"$50,350","$76,350",75235,58.72%,Low,Yes,9862303.93548691,15058.9094914253
3903,06,001,410200,06001410200,4102,Census Tract 4102,G5020,S,585845,0,+37.7453063,-122.1571742,6001410200,585845,6001410200,-27973.3475344002,-189807.694836811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,"$59,282",3,"$98,650","$135,650",75235,78.80%,Low,Yes,585844.581691742,4265.32202974123
3904,06,001,410400,06001410400,4104,Census Tract 4104,G5020,S,706611,0,+37.7408161,-122.1621741,6001410400,706607,6001410400,-28462.3628546961,-190258.935676271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,"$73,996",3,"$98,650","$135,650",75235,98.35%,Low,Yes,706606.759170532,3416.10534013893
3905,06,001,420200,06001420200,4202,Census Tract 4202,G5020,S,463184,0,+37.8944657,-122.2974678,6001420200,463186,6001420200,-11106.6391035452,-201747.867895058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,"$97,195",3,"$98,650","$135,650",75235,129.19%,Low,Yes,463186.1917243,2961.69310095724
3906,06,059,087001,06059087001,870.01,Census Tract 870.01,G5020,S,1314665,0,+33.8248552,-117.9802840,6059087001,1314664,6059087001,-463600.720759458,186990.713760779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,"$63,139",3,"$96,800","$115,250",75235,83.92%,Low,Yes,1314663.68325806,4865.44456830951
3907,06,059,087002,06059087002,870.02,Census Tract 870.02,G5020,S,1246020,0,+33.8249717,-117.9717657,6059087002,1246018,6059087002,-463570.97220122,187778.957649498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,"$69,615",3,"$96,800","$115,250",75235,92.53%,Low,Yes,1246018.07130432,4784.28917977522
3908,06,111,001502,06111001502,15.02,Census Tract 15.02,G5020,S,2606559,2752,+34.2632070,-119.2208044,6111001502,2609313,6111001502,-416651.757455565,71759.5375268323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7910,"$62,298",2,"$72,300","$94,850",75235,82.80%,Low,Yes,2609313.41695786,7294.18144309562
3909,06,111,001503,06111001503,15.03,Census Tract 15.03,G5020,S,2068671,1388,+34.2689340,-119.2022525,6111001503,2070061,6111001503,-416100.289286298,73430.2674464138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7911,"$53,990",2,"$72,300","$94,850",75235,71.76%,Low,Yes,2070060.58249664,6972.05087901966
3910,06,001,420300,06001420300,4203,Census Tract 4203,G5020,S,1301534,1111343,+37.8906499,-122.3181164,6001420300,2412875,6001420300,-11278.1824821576,-203154.018102642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"$87,521",3,"$98,650","$135,650",75235,116.33%,Low,Yes,2412875.43687916,7785.3387559559
3911,06,001,420400,06001420400,4204,Census Tract 4204,G5020,S,1108467,1632801,+37.8862111,-122.3141637,6001420400,2741270,6001420400,-12141.261650438,-203546.173659857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,"$44,844",3,"$98,650","$135,650",75235,59.61%,Low,Yes,2741270.05132556,8113.89751570744
3912,06,111,001507,06111001507,15.07,Census Tract 15.07,G5020,S,1836713,0,+34.2540321,-119.2029688,6111001507,1836710,6111001507,-417676.724785103,73395.7762792547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7913,"$72,039",3,"$81,350","$106,700",75235,95.75%,Low,Yes,1836709.94482803,6228.05871837467
3913,06,111,001601,06111001601,16.01,Census Tract 16.01,G5020,S,1120414,0,+34.2757404,-119.2061965,6111001601,1120416,6111001601,-415270.685017313,73078.3852156782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914,"$61,667",3,"$81,350","$106,700",75235,81.97%,Low,Yes,1120416.2239418,4687.34672863516
3914,06,059,099240,06059099240,992.40,Census Tract 992.40,G5020,S,2282570,498728,+33.6406900,-117.9595600,6059099240,2781300,6059099240,-483757.924481488,189404.1729606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,"$93,750",3,"$96,800","$115,250",75235,124.61%,Low,Yes,2781300.16854095,8910.96105529002
3915,06,059,110005,06059110005,1100.05,Census Tract 1100.05,G5020,S,1091013,0,+33.7803586,-118.0368120,6059110005,1091014,6059110005,-468644.162951041,181860.131354239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,"$82,569",3,"$96,800","$115,250",75235,109.75%,Low,Yes,1091014.40277863,4406.92903991429
3916,06,059,001901,06059001901,19.01,Census Tract 19.01,G5020,S,822786,0,+33.8637759,-117.9637238,6059001901,822787,6059001901,-459252.505653317,188430.964643123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258,"$84,583",3,"$96,800","$115,250",75235,112.43%,Low,Yes,822787.10546875,3650.71115200503
3917,06,013,302007,06013302007,3020.07,Census Tract 3020.07,G5020,S,4327632,0,+37.9837121,-121.7056533,6013302007,4327638,6013302007,-2284.18430285677,-149606.884348604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,"$73,717",3,"$98,650","$135,650",75235,97.98%,Low,Yes,4327637.84211069,8979.20367051405
3918,06,085,504700,06085504700,5047,Census Tract 5047,G5020,S,6406665,0,+37.4164754,-122.0497236,6085504700,6406664,6085504700,-64729.1517306539,-181144.964933329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7238,"$103,438",4,"$117,750","$181,550",75235,137.49%,Low,Yes,6406663.61762047,12390.0688239792
3919,06,081,601902,06081601902,6019.02,Census Tract 6019.02,G5020,S,1305537,0,+37.6604786,-122.4372901,6081601902,1305538,6081601902,-36803.0225164924,-214692.098205636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6708,"$111,875",3,"$131,750","$161,550",75235,148.70%,Low,Yes,1305538.4824276,7492.81466127865
3920,06,083,000301,06083000301,3.01,Census Tract 3.01,G5020,S,509990,0,+34.4261948,-119.7150662,6083000301,509991,6083000301,-398842.293210776,26181.3952443613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6835,"$61,776",2,"$80,050","$86,500",75235,82.11%,Low,Yes,509990.616490364,2929.08817435023
3921,06,083,001304,06083001304,13.04,Census Tract 13.04,G5020,S,5090827,144119,+34.4120592,-119.7302749,6083001304,5234948,6083001304,-400501.497869244,24741.8459542575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836,"$77,600",3,"$90,050","$97,300",75235,103.14%,Low,Yes,5234947.66288948,12710.1106035809
3922,06,033,000100,06033000100,1,Census Tract 1,G5020,S,1193515263,10910635,+39.3354913,-122.9096015,6033000100,1204425976,6033000100,150215.615271529,-250623.956339132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,"$54,827",2,"$44,750","$67,900",75235,72.87%,Low,Yes,1204425975.82272,229690.628013386
3923,06,037,134201,06037134201,1342.01,Census Tract 1342.01,G5020,S,1459395,7345,+34.2139885,-118.5912335,6037134201,1466740,6037134201,-421504.616122134,129796.608593963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,"$91,758",4,"$94,600","$96,000",75235,121.96%,Low,Yes,1466739.90337372,5015.93996344331
3924,06,039,000109,06039000109,1.09,Census Tract 1.09,G5020,S,715301822,11880111,+37.1891883,-119.8802873,6039000109,727182009,6039000109,-92457.654202758,10396.0551079839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524,"$55,694",3,"$50,350","$76,350",75235,74.03%,Low,Yes,727182008.879508,172476.224676118
3925,06,013,313203,06013313203,3132.03,Census Tract 3132.03,G5020,S,3090757,0,+38.0037978,-121.9161635,6013313203,3090760,6013313203,971.652196032967,-168655.618613857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,"$91,438",4,"$109,600","$150,700",75235,121.54%,Low,Yes,3090760.02293496,12843.0092450592
3926,06,059,001708,06059001708,17.08,Census Tract 17.08,G5020,S,3008606,0,+33.9054515,-117.9505071,6059001708,3008605,6059001708,-454605.071788789,189553.895793784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131,"$93,036",3,"$96,800","$115,250",75235,123.66%,Low,Yes,3008604.61702728,8269.56830226643
3927,06,013,355107,06013355107,3551.07,Census Tract 3551.07,G5020,S,82090417,362491,+37.9316982,-121.8571350,6013355107,82452912,6013355107,-7826.33184177292,-162118.813870154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,"$96,816",3,"$98,650","$135,650",75235,128.68%,Low,Yes,82452912.3276538,56583.7236736142
3928,06,013,355108,06013355108,3551.08,Census Tract 3551.08,G5020,S,21848096,0,+37.9447509,-121.8014737,6013355108,21848095,6013355108,-6459.14022310888,-158092.825485631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,"$109,034",4,"$109,600","$150,700",75235,144.92%,Low,Yes,21848094.8545444,20269.1537099699
3929,06,071,011404,06071011404,114.04,Census Tract 114.04,G5020,S,147178405,35603,+34.2725022,-116.7541149,6071011404,147214027,6071011404,-410427.083501923,298479.675657676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334,"$58,922",3,"$56,900","$83,700",75235,78.32%,Low,Yes,147214026.71035,85067.9041927553
